District,Date,Confirmed,Recovered,Active,Death
KOZHIKODE,09 December 2020,656,610,5686,1
KOZHIKODE,10 December 2020,578,650,5611,3
KOZHIKODE,11 December 2020,626,450,5784,3
KOZHIKODE,12 December 2020,763,619,5928,0
KOZHIKODE,13 December 2020,612,686,5851,3
KOZHIKODE,14 December 2020,219,410,5652,8
KOZHIKODE,15 December 2020,276,487,5437,3
KOZHIKODE,16 December 2020,642,788,5289,2
KOZHIKODE,17 December 2020,585,780,5090,4
KOZHIKODE,18 December 2020,674,581,5176,5
KOZHIKODE,19 December 2020,777,618,5333,2
KOZHIKODE,20 December 2020,650,684,5293,6
KOZHIKODE,21 December 2020,507,495,5303,2
KOZHIKODE,22 December 2020,598,510,5390,0
KOZHIKODE,23 December 2020,605,640,5354,1
KOZHIKODE,24 December 2020,518,599,5268,4
KOZHIKODE,25 December 2020,588,477,5374,5
KOZHIKODE,26 December 2020,522,356,5538,2
KOZHIKODE,27 December 2020,579,447,5665,5
KOZHIKODE,28 December 2020,399,417,5645,1
KOZHIKODE,29 December 2020,507,645,5506,1
KOZHIKODE,30 December 2020,638,718,5422,4
KOZHIKODE,31 December 2020,520,714,5227,1
KOZHIKODE,01 January 2021,452,707,4969,3
KOZHIKODE,02 January 2021,596,445,5119,1
KOZHIKODE,03 January 2021,511,583,5042,5
KOZHIKODE,04 January 2021,481,373,5149,1
KOZHIKODE,05 January 2021,426,655,4919,1
KOZHIKODE,06 January 2021,729,585,5059,4
KOZHIKODE,07 January 2021,480,517,5021,1
KOZHIKODE,08 January 2021,469,574,4913,3
KOZHIKODE,09 January 2021,599,562,4945,5
KOZHIKODE,10 January 2021,558,511,4988,3
KOZHIKODE,11 January 2021,414,404,4993,5
KOZHIKODE,12 January 2021,566,425,5128,6
KOZHIKODE,14 January 2021,582,482,5225,1
KOZHIKODE,13 January 2021,669,573,5316,5
KOZHIKODE,15 January 2021,660,518,5454,4
KOZHIKODE,16 January 2021,722,561,5609,6
KOZHIKODE,17 January 2021,677,457,5827,2
KOZHIKODE,18 January 2021,385,350,5859,3
KOZHIKODE,19 January 2021,481,460,5876,3
KOZHIKODE,20 January 2021,770,510,6132,3
KOZHIKODE,21 January 2021,579,525,6183,3
KOZHIKODE,22 January 2021,740,611,6307,5
KOZHIKODE,23 January 2021,814,534,6586,1
KOZHIKODE,24 January 2021,763,593,6755,1
KOZHIKODE,25 January 2021,439,390,6804,0
KOZHIKODE,26 January 2021,466,475,6792,3
KOZHIKODE,27 January 2021,758,594,6951,5
KOZHIKODE,28 January 2021,584,610,6924,1
KOZHIKODE,29 January 2021,710,670,6960,4
KOZHIKODE,30 January 2021,822,744,7034,3
KOZHIKODE,31 January 2021,650,790,6887,7
KOZHIKODE,01 February 2021,432,390,6927,2
KOZHIKODE,02 February 2021,501,750,6677,1
KOZHIKODE,03 February 2021,741,790,6627,1
KOZHIKODE,04 February 2021,676,838,6463,2
KOZHIKODE,05 February 2021,706,809,6355,5
KOZHIKODE,06 February 2021,696,619,6428,4
KOZHIKODE,07 February 2021,663,623,6463,5
KOZHIKODE,08 February 2021,403,410,6456,0
KOZHIKODE,09 February 2021,477,797,6131,4
KOZHIKODE,10 February 2021,652,829,5949,5
KOZHIKODE,11 February 2021,614,666,5896,1
KOZHIKODE,12 February 2021,521,604,5812,1
KOZHIKODE,13 February 2021,750,582,5978,2
KOZHIKODE,14 February 2021,476,639,5815,0
KOZHIKODE,15 February 2021,292,336,5770,0
KOZHIKODE,16 February 2021,424,866,5328,0
KOZHIKODE,17 February 2021,486,880,4933,1
KOZHIKODE,18 February 2021,638,708,4860,3
KOZHIKODE,19 February 2021,509,590,4777,2
KOZHIKODE,20 February 2021,602,659,4718,2
KOZHIKODE,21 February 2021,552,652,4614,4
KOZHIKODE,22 February 2021,374,617,4368,3
KOZHIKODE,23 February 2021,357,521,4204,0
KOZHIKODE,24 February 2021,483,742,3942,3
KOZHIKODE,25 February 2021,480,477,3944,1
KOZHIKODE,26 February 2021,457,432,3966,2
KOZHIKODE,27 February 2021,519,326,4156,3
KOZHIKODE,28 February 2021,387,351,4192,0
KOZHIKODE,01 March 2021,380,341,4229,1
KOZHIKODE,02 March 2021,334,500,4062,1
KOZHIKODE,03 March 2021,399,605,3854,1
KOZHIKODE,04 March 2021,345,558,3636,5
KOZHIKODE,05 March 2021,358,377,3616,1
KOZHIKODE,06 March 2021,376,412,3578,2
KOZHIKODE,07 March 2021,315,388,3504,1
KOZHIKODE,08 March 2021,245,527,3219,2
KOZHIKODE,09 March 2021,267,446,3038,2
KOZHIKODE,10 March 2021,341,519,2858,2
KOZHIKODE,11 March 2021,261,388,2727,4
KOZHIKODE,12 March 2021,265,373,2616,3
KOZHIKODE,13 March 2021,255,330,2540,1
KOZHIKODE,14 March 2021,288,404,2423,1
KOZHIKODE,15 March 2021,117,334,2205,1
KOZHIKODE,16 March 2021,237,365,2074,3
KOZHIKODE,17 March 2021,246,371,1947,1
KOZHIKODE,18 March 2021,213,315,1845,0
KOZHIKODE,19 March 2021,261,249,1853,4
KOZHIKODE,20 March 2021,321,255,1917,2
KOZHIKODE,21 March 2021,241,350,1805,3
KOZHIKODE,22 March 2021,114,264,1654,1
KOZHIKODE,23 March 2021,223,265,1609,3
KOZHIKODE,24 March 2021,333,259,1682,1
KOZHIKODE,25 March 2021,301,296,1687,0
KOZHIKODE,26 March 2021,262,243,1706,0
KOZHIKODE,27 March 2021,263,260,1709,0
KOZHIKODE,28 March 2021,403,257,1853,2
KOZHIKODE,29 March 2021,184,41,1992,4
KOZHIKODE,30 March 2021,325,271,2044,2
KOZHIKODE,31 March 2021,398,297,2142,3
KOZHIKODE,01 April 2021,424,264,2299,3
KOZHIKODE,02 April 2021,385,178,2503,2
KOZHIKODE,03 April 2021,568,202,2867,2
KOZHIKODE,04 April 2021,403,299,2968,3
KOZHIKODE,05 April 2021,360,302,3022,4
KOZHIKODE,06 April 2021,402,274,3150,0
KOZHIKODE,07 April 2021,550,273,3423,4
KOZHIKODE,08 April 2021,453,391,3482,3
KOZHIKODE,09 April 2021,715,228,3966,2
KOZHIKODE,10 April 2021,791,301,4453,3
KOZHIKODE,11 April 2021,1271,407,5314,3
KOZHIKODE,12 April 2021,1010,425,5896,3
KOZHIKODE,13 April 2021,867,409,6351,3
KOZHIKODE,14 April 2021,1098,472,6975,2
KOZHIKODE,15 April 2021,1062,410,7625,2
KOZHIKODE,16 April 2021,1560,464,8716,5
MALAPPURAM,16 March 2020,2,0,2,0
MALAPPURAM,22 March 2020,2,0,4,0
MALAPPURAM,24 March 2020,1,0,5,0
MALAPPURAM,26 March 2020,3,0,8,0
MALAPPURAM,28 March 2020,1,0,9,0
MALAPPURAM,29 March 2020,1,0,10,0
MALAPPURAM,01 April 2020,2,0,12,0
MALAPPURAM,02 April 2020,1,1,12,0
MALAPPURAM,05 April 2020,0,1,11,0
MALAPPURAM,06 April 2020,2,0,13,0
MALAPPURAM,07 April 2020,1,0,14,0
MALAPPURAM,09 April 2020,2,2,14,0
MALAPPURAM,10 April 2020,2,0,16,0
MALAPPURAM,12 April 2020,0,6,10,0
MALAPPURAM,14 April 2020,0,1,9,0
MALAPPURAM,16 April 2020,0,1,8,0
MALAPPURAM,17 April 2020,0,1,7,0
MALAPPURAM,19 April 2020,0,1,6,0
MALAPPURAM,21 April 2020,1,0,7,0
MALAPPURAM,22 April 2020,1,0,8,0
MALAPPURAM,23 April 2020,0,1,7,0
MALAPPURAM,24 April 2020,0,3,3,1
MALAPPURAM,26 April 2020,0,1,2,0
MALAPPURAM,27 April 2020,1,1,2,0
MALAPPURAM,30 April 2020,1,1,2,0
MALAPPURAM,04 May 2020,0,2,0,0
MALAPPURAM,09 May 2020,2,0,2,0
MALAPPURAM,10 May 2020,1,0,3,0
MALAPPURAM,11 May 2020,1,0,4,0
MALAPPURAM,12 May 2020,3,0,7,0
MALAPPURAM,13 May 2020,3,0,10,0
MALAPPURAM,14 May 2020,5,0,15,0
MALAPPURAM,15 May 2020,4,0,19,0
MALAPPURAM,16 May 2020,2,0,21,0
MALAPPURAM,17 May 2020,4,0,25,0
MALAPPURAM,18 May 2020,1,0,26,0
MALAPPURAM,19 May 2020,3,0,29,0
MALAPPURAM,20 May 2020,4,0,33,0
MALAPPURAM,21 May 2020,5,1,37,0
MALAPPURAM,22 May 2020,4,2,39,0
MALAPPURAM,23 May 2020,8,0,47,0
MALAPPURAM,24 May 2020,5,0,52,0
MALAPPURAM,25 May 2020,0,1,51,0
MALAPPURAM,26 May 2020,5,3,53,0
MALAPPURAM,27 May 2020,0,6,47,0
MALAPPURAM,28 May 2020,8,1,54,0
MALAPPURAM,29 May 2020,5,1,58,0
MALAPPURAM,30 May 2020,0,4,54,0
MALAPPURAM,31 May 2020,3,2,55,0
MALAPPURAM,01 June 2020,14,7,62,0
MALAPPURAM,02 June 2020,15,1,76,0
MALAPPURAM,03 June 2020,11,0,87,0
MALAPPURAM,04 June 2020,8,8,86,1
MALAPPURAM,05 June 2020,18,0,104,0
MALAPPURAM,06 June 2020,12,0,115,1
MALAPPURAM,07 June 2020,27,1,141,0
MALAPPURAM,08 June 2020,14,0,155,0
MALAPPURAM,09 June 2020,6,0,161,0
MALAPPURAM,10 June 2020,7,0,168,0
MALAPPURAM,11 June 2020,10,2,176,0
MALAPPURAM,12 June 2020,14,0,190,0
MALAPPURAM,13 June 2020,15,7,198,0
MALAPPURAM,14 June 2020,3,5,196,0
MALAPPURAM,15 June 2020,6,10,192,0
MALAPPURAM,16 June 2020,15,6,201,0
MALAPPURAM,17 June 2020,11,0,212,0
MALAPPURAM,18 June 2020,4,2,214,0
MALAPPURAM,19 June 2020,18,15,217,0
MALAPPURAM,20 June 2020,5,1,221,0
MALAPPURAM,21 June 2020,10,28,203,0
MALAPPURAM,22 June 2020,17,23,197,0
MALAPPURAM,23 June 2020,11,15,193,0
MALAPPURAM,24 June 2020,10,7,196,0
MALAPPURAM,25 June 2020,6,12,190,0
MALAPPURAM,26 June 2020,16,18,188,0
MALAPPURAM,27 June 2020,47,19,216,0
MALAPPURAM,28 June 2020,5,0,221,0
MALAPPURAM,29 June 2020,14,7,227,1
MALAPPURAM,30 June 2020,32,22,237,0
MALAPPURAM,01 July 2020,34,14,257,0
MALAPPURAM,02 July 2020,24,56,225,0
MALAPPURAM,03 July 2020,35,10,250,0
MALAPPURAM,04 July 2020,37,7,280,0
MALAPPURAM,05 July 2020,26,28,278,0
MALAPPURAM,06 July 2020,35,13,299,1
MALAPPURAM,07 July 2020,63,10,352,0
MALAPPURAM,08 July 2020,46,12,386,0
MALAPPURAM,09 July 2020,55,7,434,0
MALAPPURAM,10 July 2020,41,18,457,0
MALAPPURAM,11 July 2020,51,15,493,0
MALAPPURAM,12 July 2020,42,16,519,0
MALAPPURAM,13 July 2020,47,28,538,0
MALAPPURAM,14 July 2020,58,12,584,0
MALAPPURAM,15 July 2020,18,42,560,0
MALAPPURAM,16 July 2020,42,37,565,0
MALAPPURAM,17 July 2020,25,31,559,0
MALAPPURAM,18 July 2020,19,26,552,0
MALAPPURAM,19 July 2020,25,0,577,0
MALAPPURAM,20 July 2020,50,32,595,0
MALAPPURAM,21 July 2020,61,53,603,0
MALAPPURAM,22 July 2020,61,52,612,0
MALAPPURAM,23 July 2020,89,30,671,0
MALAPPURAM,24 July 2020,58,24,705,0
MALAPPURAM,25 July 2020,68,185,588,0
MALAPPURAM,26 July 2020,56,121,522,1
MALAPPURAM,27 July 2020,86,88,520,0
MALAPPURAM,28 July 2020,112,34,598,0
MALAPPURAM,29 July 2020,87,34,649,1
MALAPPURAM,30 July 2020,32,12,669,0
MALAPPURAM,31 July 2020,75,9,734,0
MALAPPURAM,01 August 2020,141,36,837,1
MALAPPURAM,02 August 2020,126,44,919,0
MALAPPURAM,03 August 2020,85,38,966,0
MALAPPURAM,04 August 2020,131,94,1003,0
MALAPPURAM,05 August 2020,167,77,1093,0
MALAPPURAM,06 August 2020,129,114,1108,0
MALAPPURAM,07 August 2020,143,40,1210,1
MALAPPURAM,08 August 2020,114,165,1159,0
MALAPPURAM,09 August 2020,170,109,1220,0
MALAPPURAM,10 August 2020,255,53,1421,1
MALAPPURAM,11 August 2020,242,51,1612,0
MALAPPURAM,12 August 2020,261,107,1766,0
MALAPPURAM,13 August 2020,202,61,1905,1
MALAPPURAM,14 August 2020,198,424,1678,1
MALAPPURAM,15 August 2020,362,0,2040,0
MALAPPURAM,16 August 2020,221,82,2179,0
MALAPPURAM,17 August 2020,306,130,2354,1
MALAPPURAM,18 August 2020,242,194,2402,0
MALAPPURAM,19 August 2020,322,263,2461,0
MALAPPURAM,20 August 2020,356,108,2709,0
MALAPPURAM,21 August 2020,335,319,2720,4
MALAPPURAM,22 August 2020,395,240,2874,1
MALAPPURAM,23 August 2020,186,100,2960,0
MALAPPURAM,24 August 2020,169,116,3012,1
MALAPPURAM,25 August 2020,454,240,3224,2
MALAPPURAM,26 August 2020,352,254,3322,0
MALAPPURAM,27 August 2020,230,538,3014,0
MALAPPURAM,28 August 2020,298,345,2964,2
MALAPPURAM,29 August 2020,379,372,2970,1
MALAPPURAM,30 August 2020,195,328,2837,0
MALAPPURAM,31 August 2020,177,253,2761,0
MALAPPURAM,01 September 2020,191,286,2666,0
MALAPPURAM,02 September 2020,146,317,2495,0
MALAPPURAM,03 September 2020,91,210,2376,0
MALAPPURAM,04 September 2020,178,627,1925,2
MALAPPURAM,05 September 2020,249,338,1836,0
MALAPPURAM,06 September 2020,324,202,1958,0
MALAPPURAM,07 September 2020,187,202,1943,0
MALAPPURAM,08 September 2020,358,159,2142,0
MALAPPURAM,09 September 2020,201,150,2193,0
MALAPPURAM,10 September 2020,330,119,2397,7
MALAPPURAM,11 September 2020,390,111,2675,1
MALAPPURAM,12 September 2020,310,201,2783,1
MALAPPURAM,13 September 2020,378,202,2959,0
MALAPPURAM,14 September 2020,482,261,3177,3
MALAPPURAM,15 September 2020,348,303,3221,1
MALAPPURAM,16 September 2020,298,257,3260,2
MALAPPURAM,17 September 2020,351,214,3396,1
MALAPPURAM,18 September 2020,297,265,3425,3
MALAPPURAM,19 September 2020,534,326,3633,0
MALAPPURAM,20 September 2020,483,388,3725,3
MALAPPURAM,21 September 2020,349,486,3580,8
MALAPPURAM,22 September 2020,444,468,3554,2
MALAPPURAM,23 September 2020,512,372,3692,2
MALAPPURAM,24 September 2020,763,513,3942,0
MALAPPURAM,25 September 2020,784,588,4137,1
MALAPPURAM,26 September 2020,826,486,4474,3
MALAPPURAM,27 September 2020,915,399,4990,0
MALAPPURAM,28 September 2020,405,421,4971,3
MALAPPURAM,29 September 2020,1040,519,5488,4
MALAPPURAM,30 September 2020,977,601,5862,2
MALAPPURAM,01 October 2020,968,322,6508,0
MALAPPURAM,02 October 2020,1016,951,6573,0
MALAPPURAM,03 October 2020,973,641,6905,0
MALAPPURAM,04 October 2020,792,715,6976,6
MALAPPURAM,05 October 2020,606,757,6822,2
MALAPPURAM,06 October 2020,854,541,7131,4
MALAPPURAM,07 October 2020,1350,743,7733,5
MALAPPURAM,08 October 2020,1024,876,7881,0
MALAPPURAM,09 October 2020,1174,909,8142,4
MALAPPURAM,10 October 2020,1632,1061,8712,1
MALAPPURAM,11 October 2020,1451,1059,9099,5
MALAPPURAM,12 October 2020,740,915,8924,0
MALAPPURAM,13 October 2020,1139,772,9288,3
MALAPPURAM,14 October 2020,1013,1519,8776,6
MALAPPURAM,15 October 2020,447,1010,8212,0
MALAPPURAM,16 October 2020,1025,432,8805,0
MALAPPURAM,17 October 2020,1519,513,9807,4
MALAPPURAM,18 October 2020,1399,805,10398,3
MALAPPURAM,19 October 2020,910,298,11008,2
MALAPPURAM,20 October 2020,786,1093,10696,5
MALAPPURAM,21 October 2020,668,832,10532,0
MALAPPURAM,22 October 2020,897,731,10693,5
MALAPPURAM,23 October 2020,1375,324,11744,0
MALAPPURAM,24 October 2020,719,207,12255,1
MALAPPURAM,25 October 2020,653,1052,11850,6
MALAPPURAM,26 October 2020,853,1002,11700,1
MALAPPURAM,27 October 2020,706,993,11412,1
MALAPPURAM,28 October 2020,548,1028,10931,1
MALAPPURAM,29 October 2020,589,1300,10215,5
MALAPPURAM,30 October 2020,761,1106,9867,3
MALAPPURAM,31 October 2020,769,994,9640,2
MALAPPURAM,01 November 2020,522,890,9271,1
MALAPPURAM,02 November 2020,467,945,8792,1
MALAPPURAM,03 November 2020,467,945,8312,1
MALAPPURAM,04 November 2020,784,655,8438,3
MALAPPURAM,05 November 2020,627,853,8207,5
MALAPPURAM,06 November 2020,761,1180,7785,3
MALAPPURAM,07 November 2020,642,1343,7081,3
MALAPPURAM,08 November 2020,540,906,6712,3
MALAPPURAM,09 November 2020,548,560,6699,1
MALAPPURAM,10 November 2020,685,545,6838,1
MALAPPURAM,11 November 2020,527,661,6702,2
MALAPPURAM,12 November 2020,617,569,6749,1
MALAPPURAM,13 November 2020,588,522,6812,3
MALAPPURAM,14 November 2020,673,617,6862,6
MALAPPURAM,15 November 2020,558,725,6692,3
MALAPPURAM,16 November 2020,496,684,6503,1
MALAPPURAM,17 November 2020,776,497,6776,6
MALAPPURAM,18 November 2020,507,661,6619,3
MALAPPURAM,19 November 2020,862,522,6951,8
MALAPPURAM,20 November 2020,1054,740,7264,1
MALAPPURAM,21 November 2020,764,740,7285,2
MALAPPURAM,22 November 2020,796,785,7293,3
MALAPPURAM,23 November 2020,1023,527,7788,1
MALAPPURAM,24 November 2020,852,617,8022,1
MALAPPURAM,25 November 2020,664,588,8094,4
MALAPPURAM,26 November 2020,719,789,8023,1
MALAPPURAM,27 November 2020,612,779,7852,4
MALAPPURAM,28 November 2020,680,766,7762,4
MALAPPURAM,29 November 2020,721,776,7704,3
MALAPPURAM,30 November 2020,611,507,7806,2
MALAPPURAM,01 December 2020,886,862,7828,2
MALAPPURAM,02 December 2020,822,1054,7595,1
MALAPPURAM,03 December 2020,714,764,7542,3
MALAPPURAM,04 December 2020,943,796,7682,7
MALAPPURAM,05 December 2020,920,1023,7577,2
MALAPPURAM,06 December 2020,664,852,7386,3
MALAPPURAM,07 December 2020,541,864,7060,3
MALAPPURAM,08 December 2020,694,719,7035,0
MALAPPURAM,09 December 2020,709,612,7125,7
MALAPPURAM,10 December 2020,700,680,7142,3
MALAPPURAM,11 December 2020,619,790,6965,6
MALAPPURAM,12 December 2020,765,611,7115,4
MALAPPURAM,13 December 2020,649,886,6873,5
MALAPPURAM,14 December 2020,441,822,6491,1
MALAPPURAM,15 December 2020,377,714,6148,6
MALAPPURAM,16 December 2020,437,943,5635,7
MALAPPURAM,17 December 2020,515,520,5627,3
MALAPPURAM,18 December 2020,485,664,5443,5
MALAPPURAM,19 December 2020,657,664,5436,0
MALAPPURAM,20 December 2020,662,641,5454,3
MALAPPURAM,21 December 2020,626,694,5385,1
MALAPPURAM,22 December 2020,565,709,5233,8
MALAPPURAM,23 December 2020,500,570,5159,4
MALAPPURAM,24 December 2020,482,419,5221,1
MALAPPURAM,25 December 2020,466,508,5177,2
MALAPPURAM,26 December 2020,513,465,5221,4
MALAPPURAM,27 December 2020,517,503,5231,4
MALAPPURAM,28 December 2020,504,629,5104,2
MALAPPURAM,29 December 2020,610,475,5233,6
MALAPPURAM,30 December 2020,407,609,5029,2
MALAPPURAM,31 December 2020,388,547,4866,4
MALAPPURAM,01 January 2021,511,480,4894,3
MALAPPURAM,02 January 2021,580,457,5015,2
MALAPPURAM,03 January 2021,522,696,4839,2
MALAPPURAM,04 January 2021,406,522,4721,2
MALAPPURAM,05 January 2021,385,495,4610,0
MALAPPURAM,06 January 2021,432,421,4618,3
MALAPPURAM,07 January 2021,435,545,4506,2
MALAPPURAM,08 January 2021,419,569,4354,2
MALAPPURAM,09 January 2021,523,478,4399,0
MALAPPURAM,10 January 2021,441,511,4326,3
MALAPPURAM,11 January 2021,388,457,4257,0
MALAPPURAM,12 January 2021,400,297,4358,2
MALAPPURAM,14 January 2021,712,395,4672,2
MALAPPURAM,13 January 2021,409,447,4633,1
MALAPPURAM,15 January 2021,478,699,4410,2
MALAPPURAM,16 January 2021,489,456,4443,0
MALAPPURAM,17 January 2021,479,515,4407,0
MALAPPURAM,18 January 2021,357,488,4274,2
MALAPPURAM,19 January 2021,509,367,4414,2
MALAPPURAM,20 January 2021,537,540,4408,3
MALAPPURAM,21 January 2021,657,572,4491,1
MALAPPURAM,22 January 2021,582,602,4469,2
MALAPPURAM,23 January 2021,535,575,4428,1
MALAPPURAM,24 January 2021,403,570,4260,1
MALAPPURAM,25 January 2021,220,383,4094,3
MALAPPURAM,26 January 2021,511,261,4343,1
MALAPPURAM,27 January 2021,404,530,4215,2
MALAPPURAM,28 January 2021,413,387,4241,0
MALAPPURAM,29 January 2021,414,799,3854,1
MALAPPURAM,30 January 2021,423,422,3854,1
MALAPPURAM,31 January 2021,482,387,3949,0
MALAPPURAM,01 February 2021,516,517,3947,1
MALAPPURAM,02 February 2021,454,520,3880,1
MALAPPURAM,03 February 2021,383,554,3708,1
MALAPPURAM,04 February 2021,489,724,3472,1
MALAPPURAM,05 February 2021,605,538,3537,2
MALAPPURAM,06 February 2021,652,571,3617,1
MALAPPURAM,07 February 2021,671,670,3618,0
MALAPPURAM,08 February 2021,503,728,3393,0
MALAPPURAM,09 February 2021,449,645,3195,1
MALAPPURAM,10 February 2021,421,318,3297,1
MALAPPURAM,11 February 2021,413,589,3121,0
MALAPPURAM,12 February 2021,529,424,3226,0
MALAPPURAM,13 February 2021,308,519,3012,3
MALAPPURAM,14 February 2021,630,315,3327,0
MALAPPURAM,15 February 2021,560,649,3237,1
MALAPPURAM,16 February 2021,345,570,3008,4
MALAPPURAM,17 February 2021,332,420,2920,0
MALAPPURAM,18 February 2021,493,315,3096,2
MALAPPURAM,19 February 2021,476,578,2993,1
MALAPPURAM,20 February 2021,529,596,2923,2
MALAPPURAM,21 February 2021,346,535,2733,0
MALAPPURAM,22 February 2021,229,391,2569,1
MALAPPURAM,23 February 2021,355,272,2651,1
MALAPPURAM,24 February 2021,329,351,2628,1
MALAPPURAM,25 February 2021,270,408,2487,3
MALAPPURAM,26 February 2021,278,213,2551,0
MALAPPURAM,27 February 2021,388,368,2569,2
MALAPPURAM,28 February 2021,354,387,2536,0
MALAPPURAM,01 March 2021,241,377,2399,1
MALAPPURAM,02 March 2021,344,288,2453,2
MALAPPURAM,03 March 2021,280,405,2327,1
MALAPPURAM,04 March 2021,171,322,2175,1
MALAPPURAM,05 March 2021,298,196,2277,0
MALAPPURAM,06 March 2021,286,342,2220,1
MALAPPURAM,07 March 2021,176,286,2109,1
MALAPPURAM,08 March 2021,132,249,1990,2
MALAPPURAM,09 March 2021,142,246,1884,2
MALAPPURAM,10 March 2021,283,211,1956,0
MALAPPURAM,11 March 2021,179,265,1869,1
MALAPPURAM,12 March 2021,205,204,1870,0
MALAPPURAM,13 March 2021,173,243,1799,1
MALAPPURAM,14 March 2021,151,167,1782,1
MALAPPURAM,15 March 2021,124,171,1735,0
MALAPPURAM,16 March 2021,102,277,1558,2
MALAPPURAM,17 March 2021,163,177,1541,2
MALAPPURAM,18 March 2021,146,175,1510,2
MALAPPURAM,19 March 2021,155,147,1515,2
MALAPPURAM,20 March 2021,146,221,1440,0
MALAPPURAM,21 March 2021,139,136,1443,0
MALAPPURAM,22 March 2021,81,154,1369,1
MALAPPURAM,23 March 2021,92,95,1364,2
MALAPPURAM,24 March 2021,173,99,1436,2
MALAPPURAM,25 March 2021,193,185,1443,1
MALAPPURAM,26 March 2021,103,220,1326,0
MALAPPURAM,27 March 2021,140,113,1353,0
MALAPPURAM,28 March 2021,207,166,1391,3
MALAPPURAM,29 March 2021,134,204,1320,1
MALAPPURAM,30 March 2021,250,147,1422,1
MALAPPURAM,31 March 2021,206,255,1373,0
MALAPPURAM,01 April 2021,170,197,1346,0
MALAPPURAM,02 April 2021,224,160,1410,0
MALAPPURAM,03 April 2021,191,173,1428,0
MALAPPURAM,04 April 2021,240,203,1464,1
MALAPPURAM,05 April 2021,193,208,1449,0
MALAPPURAM,06 April 2021,261,190,1519,1
MALAPPURAM,07 April 2021,276,260,1533,2
MALAPPURAM,08 April 2021,359,249,1643,0
MALAPPURAM,09 April 2021,359,330,1672,0
MALAPPURAM,10 April 2021,549,304,1913,4
MALAPPURAM,11 April 2021,728,265,2375,1
MALAPPURAM,12 April 2021,612,253,2734,0
MALAPPURAM,13 April 2021,633,263,3102,2
MALAPPURAM,14 April 2021,888,261,3729,0
MALAPPURAM,15 April 2021,744,264,4209,0
MALAPPURAM,16 April 2021,882,278,4811,2
PALAKKAD,24 March 2020,1,0,1,0
PALAKKAD,25 March 2020,2,0,3,0
PALAKKAD,28 March 2020,1,0,4,0
PALAKKAD,29 March 2020,1,0,5,0
PALAKKAD,01 April 2020,1,0,6,0
PALAKKAD,04 April 2020,1,0,7,0
PALAKKAD,11 April 2020,0,4,3,0
PALAKKAD,13 April 2020,1,0,4,0
PALAKKAD,14 April 2020,0,2,2,0
PALAKKAD,21 April 2020,4,0,6,0
PALAKKAD,22 April 2020,0,1,5,0
PALAKKAD,27 April 2020,1,0,6,0
PALAKKAD,30 April 2020,0,4,2,0
PALAKKAD,04 May 2020,0,1,1,0
PALAKKAD,10 May 2020,0,1,0,0
PALAKKAD,11 May 2020,1,0,1,0
PALAKKAD,13 May 2020,2,0,3,0
PALAKKAD,14 May 2020,3,0,6,0
PALAKKAD,15 May 2020,1,0,7,0
PALAKKAD,16 May 2020,2,0,9,0
PALAKKAD,17 May 2020,2,0,11,0
PALAKKAD,18 May 2020,1,0,12,0
PALAKKAD,19 May 2020,1,0,13,0
PALAKKAD,20 May 2020,7,0,20,0
PALAKKAD,21 May 2020,1,0,21,0
PALAKKAD,22 May 2020,5,0,26,0
PALAKKAD,23 May 2020,19,0,45,0
PALAKKAD,24 May 2020,4,0,49,0
PALAKKAD,25 May 2020,5,0,54,0
PALAKKAD,26 May 2020,29,2,81,0
PALAKKAD,27 May 2020,8,0,89,0
PALAKKAD,28 May 2020,16,0,105,0
PALAKKAD,29 May 2020,14,0,119,0
PALAKKAD,30 May 2020,9,0,128,0
PALAKKAD,31 May 2020,12,0,140,0
PALAKKAD,01 June 2020,2,1,141,0
PALAKKAD,02 June 2020,5,0,146,0
PALAKKAD,03 June 2020,5,0,151,0
PALAKKAD,04 June 2020,7,13,144,1
PALAKKAD,05 June 2020,40,0,183,0
PALAKKAD,06 June 2020,11,30,164,0
PALAKKAD,07 June 2020,6,7,163,0
PALAKKAD,08 June 2020,1,2,162,0
PALAKKAD,09 June 2020,14,0,176,0
PALAKKAD,10 June 2020,6,0,182,0
PALAKKAD,11 June 2020,13,13,182,0
PALAKKAD,12 June 2020,5,6,181,0
PALAKKAD,13 June 2020,8,9,180,0
PALAKKAD,14 June 2020,6,27,159,0
PALAKKAD,15 June 2020,7,12,154,0
PALAKKAD,16 June 2020,6,9,151,0
PALAKKAD,17 June 2020,6,24,133,0
PALAKKAD,18 June 2020,14,11,136,0
PALAKKAD,19 June 2020,10,13,133,0
PALAKKAD,20 June 2020,23,10,146,0
PALAKKAD,21 June 2020,15,1,160,0
PALAKKAD,22 June 2020,16,12,164,0
PALAKKAD,23 June 2020,27,0,191,0
PALAKKAD,24 June 2020,16,1,206,0
PALAKKAD,25 June 2020,24,5,225,0
PALAKKAD,26 June 2020,23,2,246,0
PALAKKAD,27 June 2020,25,5,266,0
PALAKKAD,28 June 2020,4,4,266,0
PALAKKAD,29 June 2020,12,3,275,0
PALAKKAD,30 June 2020,17,7,285,0
PALAKKAD,01 July 2020,17,11,291,0
PALAKKAD,02 July 2020,18,54,255,0
PALAKKAD,03 July 2020,14,68,201,0
PALAKKAD,04 July 2020,29,45,185,0
