District,Date,Confirmed,Recovered,Active,Death
KANNUR,02 December 2020,201,258,2949,1
KANNUR,03 December 2020,288,196,3039,2
KANNUR,04 December 2020,275,276,3038,0
KANNUR,05 December 2020,280,288,3028,2
KANNUR,06 December 2020,223,197,3051,3
KANNUR,07 December 2020,154,234,2971,0
KANNUR,08 December 2020,207,158,3020,0
KANNUR,09 December 2020,251,217,3049,5
KANNUR,10 December 2020,186,292,2941,2
KANNUR,11 December 2020,286,206,3020,1
KANNUR,12 December 2020,169,110,3075,4
KANNUR,13 December 2020,267,111,3227,4
KANNUR,14 December 2020,136,172,3191,0
KANNUR,15 December 2020,149,115,3223,2
KANNUR,16 December 2020,250,100,3372,0
KANNUR,17 December 2020,266,101,3536,1
KANNUR,18 December 2020,298,349,3483,1
KANNUR,19 December 2020,268,330,3417,4
KANNUR,20 December 2020,292,160,3549,0
KANNUR,21 December 2020,159,304,3404,0
KANNUR,22 December 2020,302,306,3398,2
KANNUR,23 December 2020,228,151,3475,0
KANNUR,24 December 2020,263,279,3459,0
KANNUR,25 December 2020,266,252,3470,3
KANNUR,26 December 2020,120,209,3381,0
KANNUR,27 December 2020,289,158,3509,3
KANNUR,28 December 2020,103,176,3434,2
KANNUR,29 December 2020,230,203,3458,2
KANNUR,30 December 2020,242,201,3498,1
KANNUR,31 December 2020,302,222,3575,2
KANNUR,01 January 2021,266,213,3625,2
KANNUR,02 January 2021,197,219,3603,0
KANNUR,03 January 2021,179,358,3420,3
KANNUR,04 January 2021,133,246,3305,2
KANNUR,05 January 2021,252,341,3215,1
KANNUR,06 January 2021,219,260,3172,2
KANNUR,07 January 2021,151,458,2861,4
KANNUR,08 January 2021,249,318,2791,0
KANNUR,09 January 2021,182,220,2752,1
KANNUR,10 January 2021,262,242,2770,2
KANNUR,11 January 2021,160,227,2701,2
KANNUR,12 January 2021,273,201,2773,0
KANNUR,14 January 2021,235,195,2812,1
KANNUR,13 January 2021,259,301,2766,3
KANNUR,15 January 2021,219,126,2858,1
KANNUR,16 January 2021,207,207,2853,5
KANNUR,17 January 2021,239,118,2973,1
KANNUR,18 January 2021,187,167,2993,0
KANNUR,19 January 2021,301,175,3114,4
KANNUR,20 January 2021,281,242,3151,2
KANNUR,21 January 2021,299,220,3226,3
KANNUR,22 January 2021,312,166,3372,0
KANNUR,23 January 2021,321,226,3465,1
KANNUR,24 January 2021,362,340,3486,1
KANNUR,25 January 2021,115,191,3407,1
KANNUR,26 January 2021,305,139,3572,1
KANNUR,27 January 2021,357,206,3722,0
KANNUR,28 January 2021,275,274,3722,1
KANNUR,29 January 2021,349,183,3887,1
KANNUR,30 January 2021,321,220,3987,1
KANNUR,31 January 2021,230,197,4018,2
KANNUR,01 February 2021,157,181,3989,4
KANNUR,02 February 2021,340,193,4133,3
KANNUR,03 February 2021,297,286,4143,1
KANNUR,04 February 2021,289,240,4191,1
KANNUR,05 February 2021,253,354,4089,1
KANNUR,06 February 2021,182,279,3991,1
KANNUR,07 February 2021,254,328,3915,2
KANNUR,08 February 2021,145,201,3855,2
KANNUR,09 February 2021,273,263,3864,1
KANNUR,10 February 2021,213,277,3799,0
KANNUR,11 February 2021,251,332,3714,2
KANNUR,12 February 2021,197,405,3505,1
KANNUR,13 February 2021,279,439,3344,1
KANNUR,14 February 2021,164,280,3227,0
KANNUR,15 February 2021,135,231,3129,2
KANNUR,16 February 2021,182,267,3042,2
KANNUR,17 February 2021,284,279,3047,0
KANNUR,18 February 2021,211,216,3042,0
KANNUR,19 February 2021,196,202,3036,0
KANNUR,20 February 2021,176,217,2993,2
KANNUR,21 February 2021,167,149,3011,0
KANNUR,22 February 2021,114,207,2914,2
KANNUR,23 February 2021,206,190,2929,1
KANNUR,24 February 2021,199,181,2947,0
KANNUR,25 February 2021,312,165,3094,0
KANNUR,26 February 2021,177,128,3142,0
KANNUR,27 February 2021,173,303,3012,0
KANNUR,28 February 2021,181,232,2961,0
KANNUR,01 March 2021,198,158,3000,1
KANNUR,02 March 2021,225,142,3081,2
KANNUR,03 March 2021,128,180,3029,0
KANNUR,04 March 2021,204,303,2930,0
KANNUR,05 March 2021,175,223,2878,4
KANNUR,06 March 2021,215,282,2809,2
KANNUR,07 March 2021,158,195,2771,1
KANNUR,08 March 2021,82,121,2731,1
KANNUR,09 March 2021,178,151,2757,1
KANNUR,10 March 2021,123,348,2530,2
KANNUR,11 March 2021,200,125,2604,1
KANNUR,12 March 2021,131,302,2433,0
KANNUR,13 March 2021,205,108,2528,1
KANNUR,14 March 2021,151,90,2587,2
KANNUR,15 March 2021,74,167,2493,1
KANNUR,16 March 2021,176,319,2348,2
KANNUR,17 March 2021,139,141,2345,1
KANNUR,18 March 2021,161,286,2216,3
KANNUR,19 March 2021,180,130,2263,3
KANNUR,20 March 2021,159,112,2310,0
KANNUR,21 March 2021,182,215,2277,0
KANNUR,22 March 2021,125,214,2187,1
KANNUR,23 March 2021,252,123,2313,2
KANNUR,24 March 2021,295,152,2455,1
KANNUR,25 March 2021,205,147,2511,2
KANNUR,26 March 2021,245,140,2615,1
KANNUR,27 March 2021,222,103,2732,2
KANNUR,28 March 2021,285,140,2875,2
KANNUR,29 March 2021,249,170,2953,1
KANNUR,30 March 2021,248,162,3037,2
KANNUR,31 March 2021,416,142,3310,1
KANNUR,01 April 2021,345,137,3518,0
KANNUR,02 April 2021,272,275,3511,4
KANNUR,03 April 2021,264,92,3680,3
KANNUR,04 April 2021,350,250,3779,1
KANNUR,05 April 2021,240,112,3905,2
KANNUR,06 April 2021,410,103,4210,2
KANNUR,07 April 2021,287,169,4328,0
KANNUR,08 April 2021,334,227,4433,2
KANNUR,09 April 2021,478,291,4617,3
KANNUR,10 April 2021,451,278,4788,2
KANNUR,11 April 2021,575,216,5145,2
KANNUR,12 April 2021,536,303,5376,2
KANNUR,13 April 2021,503,266,5611,2
KANNUR,14 April 2021,748,140,6214,5
KANNUR,15 April 2021,649,119,6740,4
KANNUR,16 April 2021,673,298,7114,1
WAYANAD,26 March 2020,1,0,1,0
WAYANAD,30 March 2020,2,0,3,0
WAYANAD,08 April 2020,0,2,1,0
WAYANAD,25 April 2020,0,1,0,0
WAYANAD,02 May 2020,1,0,1,0
WAYANAD,05 May 2020,3,0,4,0
WAYANAD,10 May 2020,3,0,7,0
WAYANAD,11 May 2020,1,0,8,0
WAYANAD,13 May 2020,2,0,10,0
WAYANAD,14 May 2020,3,0,13,0
WAYANAD,15 May 2020,5,0,18,0
WAYANAD,16 May 2020,0,2,16,0
WAYANAD,20 May 2020,0,1,15,0
WAYANAD,21 May 2020,0,4,11,0
WAYANAD,22 May 2020,1,0,12,0
WAYANAD,23 May 2020,1,0,13,0
WAYANAD,24 May 2020,0,3,9,1
WAYANAD,25 May 2020,0,1,8,0
WAYANAD,27 May 2020,3,1,10,0
WAYANAD,29 May 2020,2,5,7,0
WAYANAD,31 May 2020,3,0,10,0
WAYANAD,01 June 2020,0,1,9,0
WAYANAD,02 June 2020,6,0,15,0
WAYANAD,04 June 2020,2,2,15,0
WAYANAD,05 June 2020,3,0,18,0
WAYANAD,08 June 2020,2,2,18,0
WAYANAD,09 June 2020,6,1,23,0
WAYANAD,10 June 2020,4,6,21,0
WAYANAD,13 June 2020,1,1,21,0
WAYANAD,14 June 2020,1,1,21,0
WAYANAD,15 June 2020,1,0,22,0
WAYANAD,16 June 2020,0,5,17,0
WAYANAD,17 June 2020,3,0,20,0
WAYANAD,18 June 2020,0,2,18,0
WAYANAD,19 June 2020,4,0,22,0
WAYANAD,20 June 2020,5,2,25,0
WAYANAD,22 June 2020,5,0,30,0
WAYANAD,23 June 2020,2,3,29,0
WAYANAD,24 June 2020,2,0,31,0
WAYANAD,25 June 2020,2,0,33,0
WAYANAD,26 June 2020,5,0,38,0
WAYANAD,27 June 2020,5,0,43,0
WAYANAD,28 June 2020,5,1,47,0
WAYANAD,30 June 2020,0,4,43,0
WAYANAD,01 July 2020,3,3,43,0
WAYANAD,02 July 2020,1,0,44,0
WAYANAD,03 July 2020,1,10,35,0
WAYANAD,04 July 2020,2,0,37,0
WAYANAD,05 July 2020,6,6,37,0
WAYANAD,06 July 2020,8,0,45,0
WAYANAD,07 July 2020,3,4,44,0
WAYANAD,08 July 2020,14,0,58,0
WAYANAD,09 July 2020,7,3,62,0
WAYANAD,10 July 2020,0,4,58,0
WAYANAD,11 July 2020,11,0,69,0
WAYANAD,12 July 2020,19,0,88,0
WAYANAD,13 July 2020,14,16,86,0
WAYANAD,14 July 2020,12,0,98,0
WAYANAD,15 July 2020,4,1,101,0
WAYANAD,16 July 2020,13,1,113,0
WAYANAD,17 July 2020,28,4,137,0
WAYANAD,18 July 2020,26,4,159,0
WAYANAD,19 July 2020,1,0,160,0
WAYANAD,20 July 2020,26,0,186,0
WAYANAD,21 July 2020,17,14,189,0
WAYANAD,22 July 2020,4,5,188,0
WAYANAD,23 July 2020,10,5,193,0
WAYANAD,24 July 2020,15,21,187,0
WAYANAD,25 July 2020,17,45,159,0
WAYANAD,26 July 2020,28,0,187,0
WAYANAD,27 July 2020,17,49,155,0
WAYANAD,28 July 2020,53,18,190,0
WAYANAD,29 July 2020,43,9,224,0
WAYANAD,30 July 2020,3,17,210,0
WAYANAD,31 July 2020,124,19,315,0
WAYANAD,01 August 2020,46,5,356,0
WAYANAD,02 August 2020,19,19,356,0
WAYANAD,03 August 2020,31,8,379,0
WAYANAD,04 August 2020,17,9,387,0
WAYANAD,05 August 2020,14,40,361,0
WAYANAD,06 August 2020,46,20,387,0
WAYANAD,07 August 2020,55,34,408,0
WAYANAD,08 August 2020,10,55,363,0
WAYANAD,09 August 2020,25,48,340,0
WAYANAD,10 August 2020,33,41,331,1
WAYANAD,11 August 2020,18,48,301,0
WAYANAD,12 August 2020,12,15,298,0
WAYANAD,13 August 2020,27,30,295,0
WAYANAD,14 August 2020,57,33,319,0
WAYANAD,15 August 2020,48,20,347,0
WAYANAD,16 August 2020,49,61,335,0
WAYANAD,17 August 2020,15,13,337,0
WAYANAD,18 August 2020,47,46,337,1
WAYANAD,19 August 2020,17,12,342,0
WAYANAD,20 August 2020,35,24,353,0
WAYANAD,21 August 2020,26,44,335,0
WAYANAD,22 August 2020,25,52,308,0
WAYANAD,23 August 2020,10,39,279,0
WAYANAD,24 August 2020,20,25,274,0
WAYANAD,25 August 2020,37,32,278,1
WAYANAD,26 August 2020,30,32,276,0
WAYANAD,27 August 2020,25,44,257,0
WAYANAD,28 August 2020,19,7,269,0
WAYANAD,29 August 2020,21,38,251,1
WAYANAD,30 August 2020,13,22,242,0
WAYANAD,31 August 2020,25,28,239,0
WAYANAD,01 September 2020,8,24,223,0
WAYANAD,02 September 2020,38,26,235,0
WAYANAD,03 September 2020,18,17,236,0
WAYANAD,04 September 2020,84,28,292,0
WAYANAD,05 September 2020,20,29,283,0
WAYANAD,06 September 2020,40,30,293,0
WAYANAD,07 September 2020,4,20,277,0
WAYANAD,08 September 2020,24,25,276,0
WAYANAD,09 September 2020,77,25,328,0
WAYANAD,10 September 2020,95,10,413,0
WAYANAD,11 September 2020,52,15,450,0
WAYANAD,12 September 2020,54,31,473,0
WAYANAD,13 September 2020,56,33,496,0
WAYANAD,14 September 2020,20,76,440,0
WAYANAD,15 September 2020,64,32,472,0
WAYANAD,16 September 2020,99,12,559,0
WAYANAD,17 September 2020,107,79,587,0
WAYANAD,18 September 2020,68,79,576,0
WAYANAD,19 September 2020,95,31,640,0
WAYANAD,20 September 2020,97,53,684,0
WAYANAD,21 September 2020,18,46,656,0
WAYANAD,22 September 2020,81,61,676,0
WAYANAD,23 September 2020,59,27,708,0
WAYANAD,24 September 2020,106,105,709,0
WAYANAD,25 September 2020,74,79,704,0
WAYANAD,26 September 2020,89,94,699,0
WAYANAD,27 September 2020,172,117,754,0
WAYANAD,28 September 2020,44,63,735,0
WAYANAD,29 September 2020,169,53,851,0
WAYANAD,30 September 2020,214,51,1014,0
WAYANAD,01 October 2020,143,59,1098,0
WAYANAD,02 October 2020,108,75,1131,0
WAYANAD,03 October 2020,81,92,1120,0
WAYANAD,04 October 2020,109,97,1132,0
WAYANAD,05 October 2020,31,90,1073,0
WAYANAD,06 October 2020,135,102,1106,0
WAYANAD,07 October 2020,138,103,1141,0
WAYANAD,08 October 2020,131,129,1143,0
WAYANAD,09 October 2020,127,152,1118,0
WAYANAD,10 October 2020,187,130,1175,0
WAYANAD,11 October 2020,148,96,1227,0
WAYANAD,12 October 2020,35,103,1159,0
WAYANAD,13 October 2020,110,122,1147,0
WAYANAD,14 October 2020,84,66,1165,0
WAYANAD,15 October 2020,143,119,1189,0
WAYANAD,16 October 2020,158,155,1192,0
WAYANAD,17 October 2020,121,144,1169,0
WAYANAD,18 October 2020,144,122,1191,0
WAYANAD,19 October 2020,51,128,1114,0
WAYANAD,20 October 2020,87,113,1088,0
WAYANAD,21 October 2020,132,92,1128,0
WAYANAD,22 October 2020,71,120,1079,0
WAYANAD,23 October 2020,146,113,1112,0
WAYANAD,24 October 2020,79,126,1065,0
WAYANAD,25 October 2020,87,133,1019,0
WAYANAD,26 October 2020,28,107,936,4
WAYANAD,27 October 2020,103,111,928,0
WAYANAD,28 October 2020,188,137,978,1
WAYANAD,29 October 2020,93,99,971,1
WAYANAD,30 October 2020,90,109,951,1
WAYANAD,31 October 2020,145,88,1007,1
WAYANAD,01 November 2020,86,132,961,0
WAYANAD,02 November 2020,46,72,935,0
WAYANAD,03 November 2020,118,83,969,1
WAYANAD,04 November 2020,151,87,1033,0
WAYANAD,05 November 2020,114,79,1067,1
WAYANAD,06 November 2020,167,134,1099,1
WAYANAD,07 November 2020,113,106,1106,0
WAYANAD,08 November 2020,105,105,1105,1
WAYANAD,09 November 2020,50,104,1049,2
WAYANAD,10 November 2020,112,135,1026,0
WAYANAD,11 November 2020,159,83,1102,0
WAYANAD,12 November 2020,100,83,1119,0
WAYANAD,13 November 2020,106,160,1065,0
WAYANAD,14 November 2020,171,109,1127,0
WAYANAD,15 November 2020,101,126,1101,1
WAYANAD,16 November 2020,37,67,1070,1
WAYANAD,17 November 2020,97,117,1050,0
WAYANAD,18 November 2020,158,76,1132,0
WAYANAD,19 November 2020,114,118,1128,0
WAYANAD,20 November 2020,135,151,1112,0
WAYANAD,21 November 2020,152,79,1185,0
WAYANAD,22 November 2020,153,121,1217,0
WAYANAD,23 November 2020,39,82,1173,1
WAYANAD,24 November 2020,103,111,1165,0
WAYANAD,25 November 2020,239,71,1333,0
WAYANAD,26 November 2020,151,129,1355,0
WAYANAD,27 November 2020,105,93,1367,0
WAYANAD,28 November 2020,251,145,1473,0
WAYANAD,29 November 2020,147,140,1479,1
WAYANAD,30 November 2020,90,116,1453,0
WAYANAD,01 December 2020,150,138,1464,1
WAYANAD,02 December 2020,275,108,1631,0
WAYANAD,03 December 2020,238,97,1771,1
WAYANAD,04 December 2020,180,139,1810,2
WAYANAD,05 December 2020,258,148,1919,1
WAYANAD,06 December 2020,213,80,2051,0
WAYANAD,07 December 2020,63,150,1964,0
WAYANAD,08 December 2020,284,125,2122,1
WAYANAD,09 December 2020,241,111,2252,0
WAYANAD,10 December 2020,114,115,2251,0
WAYANAD,11 December 2020,87,149,2188,1
WAYANAD,12 December 2020,283,320,2148,3
WAYANAD,13 December 2020,234,201,2180,1
WAYANAD,14 December 2020,61,154,2086,1
WAYANAD,15 December 2020,281,162,2204,1
WAYANAD,16 December 2020,361,155,2409,1
WAYANAD,17 December 2020,140,209,2340,0
WAYANAD,18 December 2020,219,192,2365,2
WAYANAD,19 December 2020,239,157,2446,1
WAYANAD,20 December 2020,206,164,2487,1
WAYANAD,21 December 2020,65,120,2431,1
WAYANAD,22 December 2020,202,195,2435,3
WAYANAD,23 December 2020,260,152,2542,1
WAYANAD,24 December 2020,165,179,2527,1
WAYANAD,25 December 2020,259,196,2590,0
WAYANAD,26 December 2020,68,109,2549,0
WAYANAD,27 December 2020,231,162,2617,1
WAYANAD,28 December 2020,160,72,2705,0
WAYANAD,29 December 2020,208,223,2690,0
WAYANAD,30 December 2020,267,217,2740,0
WAYANAD,31 December 2020,165,298,2606,1
WAYANAD,01 January 2021,174,214,2566,0
WAYANAD,02 January 2021,204,178,2591,1
WAYANAD,03 January 2021,148,127,2612,0
WAYANAD,04 January 2021,79,151,2540,0
WAYANAD,05 January 2021,175,171,2541,3
WAYANAD,06 January 2021,210,110,2640,1
WAYANAD,07 January 2021,244,256,2628,0
WAYANAD,08 January 2021,238,126,2740,0
WAYANAD,09 January 2021,213,139,2814,0
WAYANAD,10 January 2021,173,228,2759,0
WAYANAD,11 January 2021,76,34,2801,0
WAYANAD,12 January 2021,207,110,2897,1
WAYANAD,14 January 2021,229,171,2955,0
WAYANAD,13 January 2021,248,179,3022,2
WAYANAD,15 January 2021,241,208,3055,0
WAYANAD,16 January 2021,238,180,3112,1
WAYANAD,17 January 2021,226,179,3158,1
WAYANAD,18 January 2021,68,55,3170,1
WAYANAD,19 January 2021,245,196,3217,2
WAYANAD,20 January 2021,322,192,3347,0
WAYANAD,21 January 2021,238,235,3350,0
WAYANAD,22 January 2021,255,163,3442,0
WAYANAD,23 January 2021,290,142,3588,2
WAYANAD,24 January 2021,292,177,3702,1
WAYANAD,25 January 2021,67,63,3705,1
WAYANAD,26 January 2021,245,264,3686,0
WAYANAD,27 January 2021,241,69,3858,0
WAYANAD,28 January 2021,193,224,3826,1
WAYANAD,29 January 2021,173,206,3793,0
WAYANAD,30 January 2021,187,237,3742,1
WAYANAD,31 January 2021,153,287,3607,1
WAYANAD,01 February 2021,84,126,3564,1
WAYANAD,02 February 2021,218,545,3237,0
WAYANAD,03 February 2021,190,49,3378,0
WAYANAD,04 February 2021,114,206,3286,0
WAYANAD,05 February 2021,163,354,3095,0
WAYANAD,06 February 2021,179,340,2933,1
WAYANAD,07 February 2021,212,263,2880,2
WAYANAD,08 February 2021,71,181,2770,0
WAYANAD,09 February 2021,74,266,2577,1
WAYANAD,10 February 2021,201,315,2462,1
WAYANAD,11 February 2021,180,308,2334,0
WAYANAD,12 February 2021,127,198,2262,0
WAYANAD,13 February 2021,161,237,2186,0
WAYANAD,14 February 2021,145,217,2113,1
WAYANAD,15 February 2021,70,104,2078,1
WAYANAD,16 February 2021,135,150,2063,0
WAYANAD,17 February 2021,144,173,2032,2
WAYANAD,18 February 2021,133,178,1987,0
WAYANAD,19 February 2021,115,142,1959,1
WAYANAD,20 February 2021,143,151,1950,0
WAYANAD,21 February 2021,83,122,1909,1
WAYANAD,22 February 2021,52,142,1818,1
WAYANAD,23 February 2021,131,168,1780,1
WAYANAD,24 February 2021,121,86,1813,2
WAYANAD,25 February 2021,93,117,1789,0
WAYANAD,26 February 2021,159,114,1834,0
WAYANAD,27 February 2021,82,96,1820,0
WAYANAD,28 February 2021,99,134,1785,0
WAYANAD,01 March 2021,62,27,1820,0
WAYANAD,02 March 2021,57,102,1775,0
WAYANAD,03 March 2021,83,128,1730,0
WAYANAD,04 March 2021,89,97,1722,0
WAYANAD,05 March 2021,67,117,1672,0
WAYANAD,06 March 2021,61,87,1644,2
WAYANAD,07 March 2021,47,71,1619,1
WAYANAD,08 March 2021,31,104,1546,0
WAYANAD,09 March 2021,64,112,1498,0
WAYANAD,10 March 2021,63,248,1313,0
WAYANAD,11 March 2021,35,77,1271,0
WAYANAD,12 March 2021,41,106,1206,0
WAYANAD,13 March 2021,53,69,1190,0
WAYANAD,14 March 2021,40,59,1171,0
WAYANAD,15 March 2021,20,118,1072,1
WAYANAD,16 March 2021,49,35,1086,0
WAYANAD,17 March 2021,59,100,1044,1
WAYANAD,18 March 2021,24,75,993,0
WAYANAD,19 March 2021,52,56,989,0
WAYANAD,20 March 2021,45,43,991,0
WAYANAD,21 March 2021,38,53,976,0
WAYANAD,22 March 2021,24,18,982,0
WAYANAD,23 March 2021,59,48,993,0
WAYANAD,24 March 2021,70,79,984,0
WAYANAD,25 March 2021,43,43,984,0
WAYANAD,26 March 2021,40,32,991,1
WAYANAD,27 March 2021,58,35,1013,1
WAYANAD,28 March 2021,64,35,1042,0
WAYANAD,29 March 2021,31,29,1044,0
WAYANAD,30 March 2021,78,38,1083,1
WAYANAD,31 March 2021,55,24,1114,0
WAYANAD,01 April 2021,66,48,1132,0
WAYANAD,02 April 2021,69,44,1157,0
WAYANAD,03 April 2021,77,34,1200,0
WAYANAD,04 April 2021,59,78,1180,1
WAYANAD,05 April 2021,39,42,1177,0
WAYANAD,06 April 2021,118,53,1242,0
WAYANAD,07 April 2021,82,48,1276,0
WAYANAD,08 April 2021,176,37,1414,0
WAYANAD,09 April 2021,152,60,1505,1
WAYANAD,10 April 2021,191,71,1625,0
WAYANAD,11 April 2021,200,34,1791,0
WAYANAD,12 April 2021,133,17,1907,0
WAYANAD,13 April 2021,199,63,2043,0
WAYANAD,14 April 2021,273,66,2250,0
WAYANAD,15 April 2021,166,30,2386,0
WAYANAD,16 April 2021,348,79,2655,0
KOZHIKODE,22 March 2020,2,0,2,0
KOZHIKODE,24 March 2020,2,0,4,0
KOZHIKODE,25 March 2020,1,0,5,0
KOZHIKODE,27 March 2020,1,0,6,0
KOZHIKODE,01 April 2020,0,1,5,0
KOZHIKODE,02 April 2020,1,0,6,0
KOZHIKODE,03 April 2020,0,1,5,0
KOZHIKODE,05 April 2020,5,1,9,0
KOZHIKODE,08 April 2020,0,2,7,0
KOZHIKODE,10 April 2020,0,1,6,0
KOZHIKODE,11 April 2020,1,0,7,0
KOZHIKODE,12 April 2020,0,1,6,0
KOZHIKODE,14 April 2020,3,0,9,0
KOZHIKODE,15 April 2020,0,2,7,0
KOZHIKODE,16 April 2020,2,0,9,0
KOZHIKODE,17 April 2020,1,0,10,0
KOZHIKODE,18 April 2020,1,0,11,0
KOZHIKODE,21 April 2020,0,2,9,0
KOZHIKODE,22 April 2020,2,0,11,0
KOZHIKODE,23 April 2020,2,0,13,0
KOZHIKODE,25 April 2020,0,2,11,0
KOZHIKODE,27 April 2020,0,4,7,0
KOZHIKODE,29 April 2020,0,3,4,0
KOZHIKODE,30 April 2020,0,1,3,0
KOZHIKODE,04 May 2020,0,3,0,0
KOZHIKODE,13 May 2020,1,0,1,0
KOZHIKODE,14 May 2020,1,0,2,0
KOZHIKODE,15 May 2020,2,0,4,0
KOZHIKODE,16 May 2020,3,0,7,0
KOZHIKODE,17 May 2020,2,0,9,0
KOZHIKODE,18 May 2020,2,0,11,0
KOZHIKODE,20 May 2020,1,0,12,0
KOZHIKODE,21 May 2020,0,1,11,0
KOZHIKODE,22 May 2020,5,0,16,0
KOZHIKODE,23 May 2020,4,0,20,0
KOZHIKODE,24 May 2020,1,0,21,0
KOZHIKODE,25 May 2020,4,0,25,0
KOZHIKODE,27 May 2020,2,0,27,0
KOZHIKODE,28 May 2020,6,1,32,0
KOZHIKODE,29 May 2020,2,2,32,0
KOZHIKODE,30 May 2020,4,0,36,0
KOZHIKODE,31 May 2020,2,4,34,0
KOZHIKODE,01 June 2020,0,1,32,1
KOZHIKODE,02 June 2020,5,0,37,0
KOZHIKODE,03 June 2020,7,5,39,0
KOZHIKODE,04 June 2020,10,5,44,0
KOZHIKODE,05 June 2020,4,1,47,0
KOZHIKODE,06 June 2020,4,7,44,0
KOZHIKODE,07 June 2020,6,0,50,0
KOZHIKODE,08 June 2020,13,0,63,0
KOZHIKODE,09 June 2020,7,3,67,0
KOZHIKODE,10 June 2020,10,3,74,0
KOZHIKODE,11 June 2020,1,3,72,0
KOZHIKODE,12 June 2020,4,2,74,0
KOZHIKODE,13 June 2020,12,2,84,0
KOZHIKODE,14 June 2020,8,1,91,0
KOZHIKODE,15 June 2020,6,4,93,0
KOZHIKODE,16 June 2020,4,0,97,0
KOZHIKODE,17 June 2020,6,14,89,0
KOZHIKODE,18 June 2020,5,1,93,0
KOZHIKODE,19 June 2020,6,3,96,0
KOZHIKODE,20 June 2020,12,11,97,0
KOZHIKODE,21 June 2020,10,4,103,0
KOZHIKODE,22 June 2020,5,8,100,0
KOZHIKODE,23 June 2020,6,0,106,0
KOZHIKODE,24 June 2020,3,35,74,0
KOZHIKODE,25 June 2020,7,6,75,0
KOZHIKODE,26 June 2020,7,11,71,0
KOZHIKODE,27 June 2020,8,0,79,0
KOZHIKODE,28 June 2020,7,6,80,0
KOZHIKODE,29 June 2020,9,8,81,0
KOZHIKODE,30 June 2020,4,2,83,0
KOZHIKODE,01 July 2020,6,12,76,1
KOZHIKODE,02 July 2020,7,0,83,0
KOZHIKODE,03 July 2020,14,11,86,0
KOZHIKODE,04 July 2020,8,1,93,0
KOZHIKODE,05 July 2020,20,5,108,0
KOZHIKODE,06 July 2020,15,5,118,0
KOZHIKODE,07 July 2020,15,5,128,0
KOZHIKODE,08 July 2020,15,6,137,0
KOZHIKODE,09 July 2020,8,1,144,0
KOZHIKODE,10 July 2020,12,0,156,0
KOZHIKODE,11 July 2020,17,4,169,0
KOZHIKODE,12 July 2020,4,18,155,0
KOZHIKODE,13 July 2020,16,7,164,0
KOZHIKODE,14 July 2020,58,19,203,0
KOZHIKODE,15 July 2020,64,14,253,0
KOZHIKODE,16 July 2020,33,10,276,0
KOZHIKODE,17 July 2020,32,9,299,0
KOZHIKODE,18 July 2020,26,9,316,0
KOZHIKODE,19 July 2020,32,8,340,0
KOZHIKODE,20 July 2020,92,6,426,0
KOZHIKODE,21 July 2020,39,38,427,0
KOZHIKODE,22 July 2020,25,14,438,0
KOZHIKODE,23 July 2020,67,16,488,1
KOZHIKODE,24 July 2020,82,66,504,0
KOZHIKODE,25 July 2020,110,62,550,2
KOZHIKODE,26 July 2020,57,8,598,0
KOZHIKODE,27 July 2020,68,41,624,1
KOZHIKODE,28 July 2020,67,13,678,0
KOZHIKODE,29 July 2020,67,30,715,0
KOZHIKODE,30 July 2020,42,57,699,1
KOZHIKODE,31 July 2020,84,75,708,0
KOZHIKODE,01 August 2020,95,49,753,1
KOZHIKODE,02 August 2020,50,93,710,0
KOZHIKODE,03 August 2020,33,26,717,0
KOZHIKODE,04 August 2020,97,44,769,1
KOZHIKODE,05 August 2020,39,72,733,3
KOZHIKODE,06 August 2020,174,16,891,0
KOZHIKODE,07 August 2020,149,36,1003,0
KOZHIKODE,08 August 2020,173,110,1065,1
KOZHIKODE,09 August 2020,69,30,1103,0
KOZHIKODE,10 August 2020,66,71,1096,1
KOZHIKODE,11 August 2020,158,103,1151,0
KOZHIKODE,12 August 2020,93,122,1122,0
KOZHIKODE,13 August 2020,98,12,1207,1
KOZHIKODE,14 August 2020,99,111,1195,0
KOZHIKODE,15 August 2020,151,56,1290,0
KOZHIKODE,16 August 2020,118,43,1365,0
KOZHIKODE,17 August 2020,46,76,1334,1
KOZHIKODE,18 August 2020,147,195,1284,2
KOZHIKODE,19 August 2020,78,174,1188,0
KOZHIKODE,20 August 2020,130,257,1060,1
KOZHIKODE,21 August 2020,158,163,1050,5
KOZHIKODE,22 August 2020,232,20,1262,0
KOZHIKODE,23 August 2020,119,12,1367,1
KOZHIKODE,24 August 2020,81,130,1318,0
KOZHIKODE,25 August 2020,260,140,1437,1
KOZHIKODE,26 August 2020,215,150,1502,0
KOZHIKODE,27 August 2020,238,90,1649,1
KOZHIKODE,28 August 2020,174,106,1717,0
KOZHIKODE,29 August 2020,152,131,1737,1
KOZHIKODE,30 August 2020,304,110,1930,1
KOZHIKODE,31 August 2020,117,197,1848,2
KOZHIKODE,01 September 2020,155,240,1763,0
KOZHIKODE,02 September 2020,204,194,1773,0
KOZHIKODE,03 September 2020,131,186,1718,0
KOZHIKODE,04 September 2020,167,272,1613,0
KOZHIKODE,05 September 2020,244,193,1664,0
KOZHIKODE,06 September 2020,264,265,1661,2
KOZHIKODE,07 September 2020,103,278,1483,3
KOZHIKODE,08 September 2020,246,145,1582,2
